,Name,Genre,Year_of_Release,Publisher,Global_Sales,Critic_Score,User_Score
2676,Disgaea 2: Dark Hero Days,Role-Playing,2009,Nippon Ichi Software,0.25,83.0,71.0
2677,Dead or Alive Xtreme 2,Sports,2006,Tecmo Koei,0.25,53.0,67.0
2678,JASF: Jane's Advanced Strike Fighters,Simulation,2011,Deep Silver,0.24000000000000002,48.0,45.0
2679,Skylanders Imaginators,Platform,2016,Activision,0.24000000000000002,80.0,60.0
2680,Percy Jackson and the Olympians: The Lightning Thief,Role-Playing,2010,Activision,0.24,56.0,69.0
2681,BlazBlue: Continuum Shift II,Fighting,2011,PQube,0.24,77.0,68.0
2682,Dokapon Kingdom,Role-Playing,2008,Sting,0.24,73.0,83.0
2683,Deception IV: Blood Ties,Action,2014,Tecmo Koei,0.24,70.0,82.0
2684,Dynasty Warriors Next,Action,2011,Tecmo Koei,0.24,67.0,75.0
2685,Grand Theft Auto,Action,2004,Take-Two Interactive,0.24,68.0,71.0
2686,Dancing With The Stars,Misc,2007,Activision,0.24,42.0,62.0
2687,Ar tonelico Qoga: Knell of Ar Ciel,Role-Playing,2010,Tecmo Koei,0.24,61.0,54.0
2688,4x4 EVO 2,Racing,2001,Gathering of Developers,0.24,59.0,62.0
2689,Shadow Hearts: Covenant,Role-Playing,2004,Midway Games,0.24,85.0,91.0
2690,Ghost Rider,Action,2007,Take-Two Interactive,0.24,49.0,57.0
2691,Space Invaders Extreme,Shooter,2008,Square Enix,0.24,85.0,76.0
2692,Etrian Mystery Dungeon,Role-Playing,2015,Nippon Ichi Software,0.24,77.0,79.0
2693,Genma Onimusha,Action,2002,Capcom,0.24,83.0,86.0
2694,Killer7,Action,2005,Capcom,0.24,74.0,85.0
2695,Digimon World: Data Squad,Role-Playing,2006,Namco Bandai Games,0.24,43.0,80.0
2696,Zumba Fitness: World Party,Misc,2013,Majesco Entertainment,0.24,73.0,62.0
2697,My Street,Misc,2003,Sony Computer Entertainment,0.24,46.0,39.0
2698,Total War: Attila,Strategy,2015,Sega,0.24,80.0,73.0
2699,DK: King of Swing,Platform,2005,Nintendo,0.24,70.0,50.0
2700,Taz Wanted,Platform,2002,Atari,0.24,65.0,87.0
2701,The Wolf Among Us,Adventure,2014,Telltale Games,0.24,83.0,84.0
2702,Broken Sword: Shadow of the Templars - The Director's Cut,Adventure,2009,Ubisoft,0.24,74.0,81.0
2703,Stella Glow,Role-Playing,2015,Atlus,0.24,79.0,87.0
2704,Harvest Moon: Another Wonderful Life,Role-Playing,2004,Marvelous Interactive,0.24,70.0,92.0
2705,Far Cry Instincts Predator,Shooter,2006,Ubisoft,0.24,78.0,62.0
2706,Rogue Warrior,Shooter,2009,Bethesda Softworks,0.24,28.0,28.0
2707,Midway Arcade Treasures: Extended Play,Misc,2005,Midway Games,0.24,63.0,78.0
2708,Ys: Memories of Celceta,Action,2012,Nihon Falcom Corporation,0.24,82.0,88.0
2709,Driver '76,Racing,2007,Ubisoft,0.24,57.0,79.0
2710,Ace Combat: Assault Horizon Legacy,Simulation,2011,Namco Bandai Games,0.24,71.0,78.0
2711,PDC World Championship Darts 2008,Sports,2008,Oxygen Interactive,0.24,51.0,54.0
2712,Azurik: Rise of Perathia,Action,2001,Microsoft Game Studios,0.24,52.0,85.0
2713,Resident Evil Archives: Resident Evil Zero,Action,2008,Capcom,0.24,62.0,82.0
2714,Dreamcast Collection,Misc,2011,Sega,0.24,53.0,52.0
2715,Final Fantasy Fables: Chocobo Tales,Adventure,2006,Ubisoft,0.24,75.0,74.0
2716,Luminous Arc,Role-Playing,2007,Rising Star Games,0.24,70.0,70.0
2717,Valhalla Knights,Role-Playing,2006,Rising Star Games,0.24,53.0,63.0
2718,Lunar: Silver Star Harmony,Role-Playing,2009,GungHo,0.24,80.0,77.0
2719,MLB,Sports,2005,Sony Computer Entertainment,0.24,80.0,79.0
2720,Onechanbara Z2: Chaos,Action,2014,Nippon Ichi Software,0.24,57.0,65.0
2721,Avalon Code,Role-Playing,2008,Rising Star Games,0.24,71.0,74.0
2722,Rune Factory: Tides of Destiny,Role-Playing,2011,Marvelous Interactive,0.23,55.0,79.0
2723,Sands of Destruction,Role-Playing,2008,Sega,0.23,63.0,79.0
2724,Terminator 3: The Redemption,Shooter,2004,Atari,0.23,68.0,86.0
2725,BlowOut,Shooter,2003,Zoo Digital Publishing,0.23,58.0,62.0
2726,Alundra,Role-Playing,1997,Psygnosis,0.23,86.0,90.0
2727,Disney's A Christmas Carol,Adventure,2009,Disney Interactive Studios,0.23,66.0,65.0
2728,Naruto: Path of the Ninja 2,Role-Playing,2006,Takara Tomy,0.23,62.0,75.0
2729,Ultimate Band,Misc,2008,Disney Interactive Studios,0.23,59.0,55.0
2730,NBA ShootOut 2003,Sports,2002,Sony Computer Entertainment,0.23,62.0,59.0
2731,Rogue Ops,Action,2003,Kemco,0.23,61.0,92.0
2732,Meteos,Puzzle,2005,Nintendo,0.23,88.0,75.0
2733,Pinball Hall of Fame: The Gottlieb Collection,Misc,2005,Play It,0.23,73.0,81.0
2734,Genji: Dawn of the Samurai,Action,2005,Sony Computer Entertainment,0.23,74.0,83.0
2735,Lunar Knights,Role-Playing,2006,Konami Digital Entertainment,0.23,82.0,78.0
2736,Disgaea: Afternoon of Darkness,Role-Playing,2006,Tecmo Koei,0.23,87.0,82.0
2737,Valhalla Knights 2,Role-Playing,2008,Rising Star Games,0.23,50.0,54.0
2738,TrackMania: Build to Race,Racing,2010,Focus Home Interactive,0.23,74.0,68.0
2739,Dynasty Warriors: Gundam Reborn,Action,2013,Tecmo Koei,0.23,64.0,75.0
2740,Samurai Warriors 2: Empires,Action,2006,Tecmo Koei,0.23,55.0,85.0
2741,Buffy the Vampire Slayer,Action,2002,Electronic Arts,0.23,79.0,91.0
2742,Carnival Island,Misc,2011,Sony Computer Entertainment,0.23,66.0,52.0
2743,Final Fantasy XI: Treasures of Aht Urhgan,Role-Playing,2006,Square Enix,0.23,87.0,71.0
2744,Gundam Battle Assault,Fighting,1998,Namco Bandai Games,0.23,61.0,78.0
2745,Karaoke Revolution Volume 2,Misc,2004,Konami Digital Entertainment,0.23,76.0,70.0
2746,NHL 2K9,Sports,2008,Take-Two Interactive,0.23,69.0,67.0
2747,Star Wars Jedi Knight II: Jedi Outcast,Shooter,2002,Activision,0.23,75.0,78.0
2748,Soldier of Fortune II: Double Helix,Shooter,2003,Activision,0.23,61.0,65.0
2749,Bomberman Land,Misc,2007,['Hudson Entertainment' 'Rising Star Games'],0.23,57.0,80.0
2750,Cross Edge,Role-Playing,2008,Nippon Ichi Software,0.23,52.0,72.0
2751,Viva Pinata: Party Animals,Misc,2007,Microsoft Game Studios,0.23,56.0,62.0
2752,Airblade,Sports,2001,Sony Computer Entertainment,0.23,70.0,58.0
2753,Lumines: Electronic Symphony,Misc,2012,Ubisoft,0.23,83.0,78.0
2754,The Scorpion King: Rise of the Akkadian,Action,2002,Universal Interactive,0.23,47.0,72.0
2755,Saint Seiya: Sanctuary Battle,Action,2011,Namco Bandai Games,0.23,62.0,73.0
2756,World Series Baseball,Sports,2002,Sega,0.23,85.0,88.0
2757,Ys Seven,Role-Playing,2009,Falcom Corporation,0.23,79.0,85.0
2758,Risen 3: Titan Lords,Role-Playing,2014,Deep Silver,0.22999999999999998,65.0,57.0
2759,Persona 4: Arena Ultimax,Fighting,2014,Atlus,0.22000000000000003,85.0,81.0
2760,Rapala Fishing Frenzy 2009,Sports,2008,Activision,0.22000000000000003,41.0,72.0
2761,MTV Music Generator 3: This Is the Remix,Misc,2004,Codemasters,0.22000000000000003,79.0,86.0
2762,Bladestorm: Nightmare,Action,2015,Tecmo Koei,0.22000000000000003,58.0,71.0
2763,Skies of Arcadia Legends,Role-Playing,2002,Atari,0.22,84.0,92.0
2764,Growlanser: Heritage of War,Role-Playing,2006,Rising Star Games,0.22,60.0,79.0
2765,Aliens vs Predator: Requiem,Action,2007,Vivendi Games,0.22,49.0,56.0
2766,Shin Megami Tensei: Persona,Role-Playing,2009,Atlus,0.22,78.0,80.0
2767,Shellshock: Nam '67,Shooter,2004,Eidos Interactive,0.22,58.0,70.0
2768,Soul Sacrifice Delta,Action,2014,Sony Computer Entertainment,0.22,82.0,84.0
2769,nail'd,Racing,2010,Deep Silver,0.22,66.0,71.0
2770,Bodycount,Shooter,2011,Codemasters,0.22,53.0,47.0
2771,Deadly Creatures,Action,2009,THQ,0.22,72.0,88.0
2772,Where the Wild Things Are,Platform,2009,Warner Bros. Interactive Entertainment,0.22,53.0,54.0
2773,Hamtaro: Ham-Ham Games,Sports,2004,Nintendo,0.22,77.0,78.0
2774,The Sims 4: Get Together,Simulation,2015,Electronic Arts,0.22,72.0,73.0
2775,Dino Stalker,Shooter,2002,Capcom,0.22,50.0,63.0
2776,Dinosaur King,Strategy,2007,Sega,0.22,61.0,80.0
2777,Spirit Camera: The Cursed Memoir,Adventure,2012,Nintendo,0.22,54.0,61.0
2778,Naruto: Ninja Council,Action,2003,Tomy Corporation,0.22,60.0,71.0
2779,Tony Hawk's Downhill Jam,Sports,2006,Activision,0.22,76.0,70.0
2780,Afrika,Adventure,2008,Unknown,0.22,63.0,62.0
2781,Magna Carta: Tears of Blood,Role-Playing,2004,505 Games,0.22,66.0,70.0
2782,Rugby 2004,Sports,2003,Electronic Arts,0.22,61.0,68.0
2783,College Hoops 2K6,Sports,2006,Take-Two Interactive,0.22,82.0,92.0
2784,Age of Empires: The Age of Kings,Strategy,2006,THQ,0.22,80.0,79.0
2785,NeverDead,Shooter,2012,Konami Digital Entertainment,0.22,52.0,55.0
2786,NFL Quarterback Club 2002,Sports,2001,Acclaim Entertainment,0.22,67.0,78.0
2787,Herdy Gerdy,Adventure,2002,Eidos Interactive,0.22,69.0,50.0
2788,Ragnarok DS,Role-Playing,2008,GungHo,0.22,53.0,58.0
2789,Full Auto,Shooter,2006,Sega,0.22,70.0,78.0
2790,KORG DS-10 Synthesizer,Misc,2008,AQ Interactive,0.22,82.0,82.0
2791,Super Swing Golf,Sports,2006,Nintendo,0.22,72.0,78.0
2792,NCAA Basketball 09,Sports,2008,Electronic Arts,0.22,70.0,56.0
2793,NBA Street: Showdown,Sports,2005,Electronic Arts,0.22,75.0,85.0
2794,Galactic Wrestling: Featuring Ultimate Muscle,Fighting,2004,Namco Bandai Games,0.22,61.0,80.0
2795,Mega Man Zero 3,Platform,2004,Capcom,0.22,77.0,90.0
2796,Breath of Fire,Role-Playing,2001,Ubisoft,0.22,79.0,88.0
2797,Nickelodeon Party Blast,Misc,2002,Infogrames,0.22,19.0,43.0
2798,Senran Kagura 2: Deep Crimson ,Action,2014,Marvelous Entertainment,0.22,58.0,68.0
2799,NBA Live 09 All-Play,Sports,2008,Electronic Arts,0.22,51.0,59.0
2800,Luminous Arc 2,Role-Playing,2008,Rising Star Games,0.22,73.0,77.0
2801,Asphalt: Injection,Action,2011,Ubisoft,0.22,49.0,48.0
2802,Pimp My Ride,Racing,2008,Activision,0.22,38.0,38.0
2803,Touch the Dead,Shooter,2007,Eidos Interactive,0.22,56.0,56.0
2804,Legion: The Legend of Excalibur,Action,2002,Midway Games,0.22,51.0,70.0
2805,FaceBreaker K.O. Party,Fighting,2008,Electronic Arts,0.22,61.0,56.0
2806,Capcom vs. SNK,Fighting,2000,Virgin Interactive,0.22,80.0,90.0
2807,Astro Boy: The Video Game,Action,2009,D3Publisher,0.22,56.0,50.0
2808,PAC-MAN and the Ghostly Adventures,Platform,2013,Namco Bandai Games,0.21000000000000002,58.0,65.0
2809,Capcom vs. SNK 2 EO,Fighting,2002,Capcom,0.21000000000000002,80.0,89.0
2810,Wakeboarding Unleashed Featuring Shaun Murray,Sports,2003,Activision,0.21000000000000002,83.0,90.0
2811,Rumble Racing,Racing,2001,Electronic Arts,0.21,85.0,82.0
2812,StokEd,Sports,2009,Zushi Games,0.21,68.0,86.0
2813,Dragon Ball: Fusions,Role-Playing,2016,Namco Bandai Games,0.21,68.0,76.0
2814,Danganronpa Another Episode: Ultra Despair Girls,Action,2014,Nippon Ichi Software,0.21,72.0,84.0
2815,Quake III: Revolution,Shooter,2001,Electronic Arts,0.21,84.0,72.0
2816,ESPN Winter X Games: Snowboarding 2002,Sports,2000,Konami Digital Entertainment,0.21,64.0,79.0
2817,Robotech: The Macross Saga,Shooter,2002,TDK Mediactive,0.21,61.0,65.0
2818,Code Name: S.T.E.A.M.,Strategy,2015,Nintendo,0.21,69.0,77.0
2819,Summoner 2,Role-Playing,2002,THQ,0.21,76.0,83.0
2820,BeyBlade VForce: Super Tournament Battle,Action,2002,Atari,0.21,33.0,75.0
2821,Deus Ex: The Conspiracy,Action,2002,Eidos Interactive,0.21,81.0,89.0
2822,Disaster Report,Action,2002,Agetec,0.21,66.0,80.0
2823,Blue Dragon Plus,Role-Playing,2008,Ignition Entertainment,0.21,69.0,65.0
2824,Cursed Mountain,Adventure,2009,Deep Silver,0.21,67.0,76.0
2825,Conflict Zone,Strategy,2002,Ubisoft,0.21,47.0,74.0
2826,Disgaea D2: A Brighter Darkness,Role-Playing,2013,Nippon Ichi Software,0.21,74.0,81.0
2827,Bass Pro Shops: The Strike,Sports,2009,XS Games,0.21,63.0,58.0
2828,Cabela's Deer Hunt: 2004 Season,Sports,2003,Activision Value,0.21,65.0,84.0
2829,Psychonauts,Platform,2005,['Majesco Entertainment' 'THQ'],0.21,88.0,90.0
2830,Tenchu: Return From Darkness,Action,2004,Activision,0.21,70.0,70.0
2831,Neo Contra,Shooter,2004,Konami Digital Entertainment,0.21,65.0,71.0
2832,Frogger 3D,Action,2011,Konami Digital Entertainment,0.21,54.0,55.0
2833,Maximo vs Army of Zin,Platform,2003,Capcom,0.21,83.0,78.0
2834,HBO Boxing,Fighting,2000,Acclaim Entertainment,0.21,26.0,40.0
2835,187: Ride or Die,Racing,2005,Ubisoft,0.21,52.0,69.0
2836,Final Fight One,Fighting,2001,Ubisoft,0.21,82.0,78.0
2837,Final Fantasy Fables: Chocobo's Dungeon,Role-Playing,2007,Square Enix,0.21,76.0,80.0
2838,NBA,Sports,2005,Sony Computer Entertainment,0.21,57.0,69.0
2839,A Boy and His Blob,Platform,2009,Majesco Entertainment,0.21,80.0,87.0
2840,Hot Shots Tennis: Get a Grip,Sports,2010,Sony Computer Entertainment,0.21,80.0,80.0
2841,Vampire Rain,Action,2007,Microsoft Game Studios,0.21,38.0,29.0
2842,Ninja Gaiden: Dragon Sword,Action,2008,Tecmo Koei,0.21,83.0,78.0
2843,Evil Dead: Regeneration,Action,2005,THQ,0.21,68.0,85.0
2844,Age of Empires: Mythologies,Strategy,2008,THQ,0.21,78.0,69.0
2845,Obscure: The Aftermath,Action,2008,Playlogic Game Factory,0.21,66.0,82.0
2846,J Stars Victory Vs.,Fighting,2014,Namco Bandai Games,0.21,74.0,79.0
2847,JSRF: Jet Set Radio Future,Action,2002,Sega,0.21,88.0,82.0
2848,Unreal II: The Awakening,Shooter,2004,Atari,0.21,64.0,53.0
2849,Over G Fighters,Simulation,2006,Ubisoft,0.21,49.0,60.0
2850,MVP Baseball,Sports,2005,Electronic Arts,0.21,67.0,77.0
2851,Journey,Adventure,2012,Sony Computer Entertainment Europe,0.21,92.0,88.0
2852,Heroes of Ruin,Role-Playing,2012,Nintendo,0.21,69.0,74.0
2853,F1 2001,Racing,2001,Electronic Arts,0.21,83.0,83.0
2854,Gallop Racer 2003: A New Breed,Sports,2002,Zoo Digital Publishing,0.21,68.0,85.0
2855,Mortal Kombat: Special Forces,Fighting,2000,Midway Games,0.21,28.0,24.0
2856,Hannah Montana: The Movie,Adventure,2009,Disney Interactive Studios,0.21,25.0,38.0
2857,Power Rangers: Wild Force,Action,2002,THQ,0.21,55.0,69.0
2858,Kung Fu Rider,Action,2010,Sony Computer Entertainment,0.2,36.0,37.0
2859,The Great Escape,Action,2003,SCi,0.2,57.0,80.0
2860,Phantasy Star Online,Role-Playing,2000,Sega,0.2,89.0,91.0
2861,Ridge Racer 6,Racing,2005,Namco Bandai Games,0.2,74.0,71.0
2862,The Guy Game,Misc,2004,Gathering of Developers,0.2,48.0,67.0
2863,Mana Khemia 2: Fall of Alchemy,Role-Playing,2008,Gust,0.2,70.0,82.0
2864,Body and Brain Connection,Misc,2010,Namco Bandai Games,0.2,57.0,48.0
2865,Solatorobo: Red the Hunter,Role-Playing,2010,Nintendo,0.2,76.0,79.0
2866,Blood Bowl,Sports,2009,Focus Home Interactive,0.2,72.0,65.0
2867,Taiko Drum Master,Misc,2004,Namco Bandai Games,0.2,77.0,81.0
2868,Dragon Ball Z: Harukanaru Densetsu,Role-Playing,2007,Namco Bandai Games,0.2,57.0,62.0
2869,Fatal Frame,Action,2001,['Tecmo Koei' 'Wanadoo'],0.2,77.0,89.0
2870,IHRA Drag Racing 2004,Racing,2003,Bethesda Softworks,0.2,40.0,74.0
2871,Monster Jam,Racing,2007,Activision,0.2,43.0,64.0
2872,Dragon Ball: Revenge of King Piccolo,Action,2009,Namco Bandai Games,0.2,65.0,73.0
2873,The Witch and the Hundred Knight,Role-Playing,2013,Nippon Ichi Software,0.2,53.0,75.0
2874,Bleach: The 3rd Phantom,Role-Playing,2008,Sega,0.2,59.0,80.0
2875,Baroque,Role-Playing,2007,Rising Star Games,0.2,60.0,88.0
2876,Pac-Man and the Ghostly Adventures 2,Adventure,2014,Namco Bandai Games,0.2,60.0,65.0
2877,Capcom Fighting Evolution,Fighting,2004,Capcom,0.2,57.0,48.0
2878,MC Groovz Dance Craze,Misc,2004,Mad Catz,0.2,42.0,68.0
2879,Dungeon Hunter Alliance,Action,2012,Ubisoft,0.2,49.0,64.0
2880,The Con,Fighting,2005,Sony Computer Entertainment,0.2,63.0,73.0
2881,Code of Princess,Action,2012,Agatsuma Entertainment,0.2,67.0,76.0
2882,Harvest Moon: More Friends of Mineral Town,Simulation,2003,Ubisoft,0.2,82.0,92.0
2883,Mobile Suit Gundam: Crossfire,Simulation,2006,Namco Bandai Games,0.2,33.0,51.0
2884,Supremacy MMA,Fighting,2011,505 Games,0.2,49.0,65.0
2885,Dark Messiah of Might and Magic Elements,Role-Playing,2008,Ubisoft,0.2,52.0,70.0
2886,Metal Slug Anthology,Shooter,2006,Ignition Entertainment,0.2,80.0,81.0
2887,Suikoden Tactics,Strategy,2005,Konami Digital Entertainment,0.2,68.0,86.0
2888,Untold Legends: Dark Kingdom,Role-Playing,2006,Electronic Arts,0.2,58.0,72.0
2889,Crazy Taxi 3: High Roller,Racing,2002,Sega,0.2,69.0,85.0
2890,Infinite Space,Role-Playing,2009,Sega,0.2,75.0,90.0
2891,DarkStar One: Broken Alliance,Simulation,2010,Kalypso Media,0.2,63.0,72.0
2892,Disney's Planes,Simulation,2013,Disney Interactive Studios,0.2,51.0,53.0
2893,NHL 2K7,Sports,2006,Take-Two Interactive,0.2,79.0,79.0
2894,Blazblue: Continuum Shift Extend,Fighting,2011,PQube,0.2,83.0,75.0
2895,Blades of Time,Action,2012,Konami Digital Entertainment,0.2,53.0,72.0
2896,FlatOut 2,Racing,2006,Empire Interactive,0.2,73.0,75.0
2897,NHL FaceOff 2001,Sports,2001,Sony Computer Entertainment,0.2,57.0,40.0
2898,Tekken 3D: Prime Edition,Fighting,2012,Nintendo,0.2,64.0,59.0
2899,Le Mans 24 Hours,Racing,2001,Infogrames,0.2,75.0,76.0
2900,Beyblade G-Revolution,Action,2004,Atari,0.2,40.0,78.0
2901,Scribblenauts Unmasked: A DC Comics Adventure,Puzzle,2013,Warner Bros. Interactive Entertainment,0.2,71.0,63.0
2902,Silent Hill: Book of Memories,Action,2012,Konami Digital Entertainment,0.2,58.0,51.0
2903,Rugby 15,Sports,2015,Bigben Interactive,0.2,20.0,34.0
2904,EVE Online,Role-Playing,2003,CCP,0.2,69.0,75.0
2905,Arcana Heart 3,Fighting,2011,PQube,0.2,73.0,75.0
2906,Planet 51,Action,2009,Sega,0.2,53.0,58.0
2907,Call of Juarez,Shooter,2007,Ubisoft,0.19,72.0,78.0
2908,Tom Clancy's Splinter Cell: Essentials,Shooter,2006,Ubisoft,0.19,58.0,75.0
2909,DanceMasters,Misc,2010,Konami Digital Entertainment,0.19,63.0,59.0
2910,Dance Central: Spotlight,Misc,2014,Microsoft Game Studios,0.19,74.0,70.0
2911,Sega GT 2002,Racing,2002,Sega,0.19,82.0,82.0
2912,Frequency,Misc,2001,Sony Computer Entertainment,0.19,83.0,90.0
2913,Death Jr.,Platform,2005,Konami Digital Entertainment,0.19,61.0,73.0
2914,Breath of Fire II,Role-Playing,2001,Ubisoft,0.19,81.0,88.0
2915,Batman: Dark Tomorrow,Action,2003,Kemco,0.19,29.0,36.0
2916,Disney's Meet the Robinsons,Action,2007,Disney Interactive Studios,0.19,62.0,63.0
2917,Breath of Fire: Dragon Quarter,Role-Playing,2002,Capcom,0.19,78.0,69.0
2918,Disney's Magical Mirror Starring Mickey Mouse,Adventure,2002,Nintendo,0.19,50.0,89.0
2919,Spectrobes: Origins,Role-Playing,2009,Disney Interactive Studios,0.19,71.0,84.0
2920,SpongeBob SquigglePants 3D,Misc,2011,THQ,0.19,64.0,60.0
2921,Goblin Commander: Unleash the Horde,Strategy,2003,Jaleco,0.19,71.0,87.0
2922,Fairy Fencer F,Role-Playing,2013,Nippon Ichi Software,0.19,65.0,74.0
2923,The King of Fighters XI,Fighting,2006,Ignition Entertainment,0.19,75.0,85.0
2924,NCAA Final Four 2003,Sports,2002,Sony Computer Entertainment,0.19,57.0,60.0
2925,Arc Rise Fantasia,Role-Playing,2009,Marvelous Interactive,0.19,64.0,78.0
2926,Fighter Within,Fighting,2013,Ubisoft,0.19,23.0,30.0
2927,Final Fantasy XI,Role-Playing,2006,Square Enix,0.19,66.0,65.0
2928,Dead Island Definitive Collection,Action,2016,Deep Silver,0.19,67.0,64.0
2929,Space Invaders Extreme 2,Shooter,2009,Square Enix,0.19,82.0,71.0
2930,Robin Hood: Defender of the Crown,Strategy,2003,Capcom,0.19,59.0,56.0
2931,No More Heroes: Heroes' Paradise,Action,2010,Konami Digital Entertainment,0.19,72.0,73.0
2932,Riviera: The Promised Land,Role-Playing,2004,['505 Games' 'Sting'],0.19,76.0,92.0
2933,Sudeki,Role-Playing,2004,Microsoft Game Studios,0.19,72.0,84.0
2934,Nostalgia,Role-Playing,2008,Tecmo Koei,0.19,72.0,76.0
2935,Gungrave,Shooter,2002,Activision,0.19,65.0,86.0
2936,Rise of the Kasai,Action,2005,Sony Computer Entertainment,0.19,68.0,80.0
2937,The Lord of the Rings: War in the North,Action,2011,Warner Bros. Interactive Entertainment,0.19,66.0,71.0
2938,Naruto: Ninja Destiny,Fighting,2006,Namco Bandai Games,0.19,61.0,44.0
2939,Family Guy,Action,2006,Take-Two Interactive,0.19,51.0,63.0
2940,Spore Hero Arena,Simulation,2009,Electronic Arts,0.19,49.0,26.0
2941,One Piece: Unlimited Adventure,Adventure,2007,Namco Bandai Games,0.19,67.0,85.0
2942,Alien Hominid,Shooter,2004,['O3 Entertainment' 'Zoo Digital Publishing'],0.19,78.0,85.0
2943,Warriors: Legends of Troy,Action,2011,Tecmo Koei,0.19,44.0,70.0
2944,Lunar Legend,Role-Playing,2002,Media Rings,0.19,79.0,78.0
2945,Shiren the Wanderer,Role-Playing,2008,Sega,0.19,71.0,76.0
2946,The Ant Bully,Platform,2006,Midway Games,0.19,52.0,42.0
2947,La Pucelle: Tactics,Role-Playing,2002,Tecmo Koei,0.19,79.0,85.0
2948,Way of the Samurai 4,Action,2011,Nippon Ichi Software,0.19,58.0,65.0
2949,Singstar: Ultimate Party,Misc,2014,Sony Computer Entertainment Europe,0.19,47.0,41.0
2950,Chibi-Robo! Park Patrol,Adventure,2007,Unknown,0.19,78.0,75.0
2951,Tenchu: Fatal Shadows,Action,2004,Sega,0.19,58.0,80.0
2952,EverQuest Online Adventures: Frontiers,Role-Playing,2003,Sony Online Entertainment,0.19,77.0,85.0
2953,Phantasy Star Online Ver. 2,Role-Playing,2001,Sega,0.19,80.0,89.0
2954,R-Type Final,Shooter,2003,Metro 3D,0.19,79.0,91.0
2955,Bound By Flame,Role-Playing,2014,Focus Home Interactive,0.19,53.0,59.0
2956,UEFA Euro 2004: Portugal,Sports,2004,Electronic Arts,0.19,76.0,81.0
2957,7 Days to Die,Action,2016,Telltale Games,0.19,45.0,59.0
2958,Transworld Surf,Sports,2002,Atari,0.19,76.0,85.0
2959,Brothers: A Tale of Two Sons,Adventure,2015,505 Games,0.18000000000000002,81.0,89.0
2960,The Da Vinci Code,Action,2006,Take-Two Interactive,0.18000000000000002,54.0,80.0
2961,Dead or Alive Paradise,Misc,2010,Ubisoft Annecy,0.18,38.0,56.0
2962,Corpse Party: Blood Drive,Adventure,2014,Marvelous Interactive,0.18,60.0,74.0
2963,Armored Core: Last Raven,Simulation,2005,505 Games,0.18,59.0,89.0
2964,MotoGP 14 ,Racing,2014,Milestone S.r.l.,0.18,73.0,64.0
2965,Disgaea DS,Role-Playing,2008,Square Enix,0.18,82.0,75.0
2966,Naruto Shippuden: Dragon Blade Chronicles,Action,2009,505 Games,0.18,38.0,30.0
2967,The First Templar,Action,2011,Kalypso Media,0.18,57.0,63.0
2968,AirForce Delta Storm,Shooter,2001,Konami Digital Entertainment,0.18,61.0,71.0
2969,Dragon Blade: Wrath of Fire,Action,2007,D3Publisher,0.18,51.0,75.0
2970,Amplitude,Misc,2003,Sony Computer Entertainment,0.18,86.0,88.0
2971,Zumba Fitness Rush,Sports,2012,505 Games,0.18,73.0,62.0
2972,Siren,Adventure,2003,Sony Computer Entertainment,0.18,72.0,78.0
2973,Ball Breakers,Action,2000,Take-Two Interactive,0.18,68.0,53.0
2974,Test Drive Off-Road Wide Open,Racing,2001,Infogrames,0.18,64.0,83.0
2975,Shape Up,Misc,2014,Ubisoft,0.18,58.0,83.0
2976,UFC: Sudden Impact,Fighting,2004,Global Star,0.18,54.0,77.0
2977,Ben 10 Ultimate Alien: Cosmic Destruction,Platform,2010,D3Publisher,0.18,51.0,53.0
